Time,Price,5-Day EMA,KNN MA,Highlight
1099,385.11999511719,385.1757753983119,385.171002197264,Green
1100,384.4700012207,384.94051733910794,385.236999511718,Red
1101,384.79000854492,384.8903477410453,385.084002685546,Red
1102,384.44000244141,384.74023264116687,384.980004882812,Red
1103,384.39001464844,384.6234933102579,384.79800415039,Red
1104,384.61999511719,384.62232724590194,384.642004394532,Red
1105,385.13000488281,384.7915531248713,384.542004394532,Green
1106,385.05999755859,384.88103460277756,384.674005126954,Green
1107,385.2200012207,384.9940234754184,384.72800292968793,Green
1108,384.98001098633,384.98935264572225,384.88400268554597,Green
1109,385.05999755859,385.0129009500115,385.002001953124,Green
1110,385.29998779297,385.108596564331,385.09000244140395,Green
1111,385.60000610352,385.27239974406064,385.12399902343606,Green
1112,385.89001464844,385.4782713788538,385.232000732422,Green
1113,385.95001220703,385.6355183215792,385.36600341797003,Green
1114,386.25,385.84034554771944,385.56000366211003,Green
1115,386.32998657227,386.0035592225696,385.798004150392,Green
1116,386.0299987793,386.0123724081464,386.00400390625197,Green
1117,385.8219909668,385.9489119276976,386.09000244140805,Red
1118,385.70999145508,385.86927177015843,386.07639770508,Red
1119,385.66079711914,385.79978021981896,386.02839355469,Red
1120,385.67999267578,385.7598510384726,385.910552978518,Red
1121,385.4700012207,385.6632344325484,385.78055419922003,Red
1122,385.38000488281,385.5688245826356,385.6685546875,Red
1123,383.48001098633,384.87255338386706,385.580157470702,Red
1124,383.44000244141,384.39503640304804,385.13416137695197,Red
1125,383.9700012207,384.253358008932,384.69000244140597,Red
1126,383.91000366211,384.13890655999137,384.34800415039,Red
1127,383.58999633789,383.9559364859576,384.036004638672,Red
1128,383.26998901367,383.7272873285284,383.678002929688,Green
1129,382.35998535156,383.27152000287225,383.63599853515603,Red
1130,381.9700012207,382.83768040881483,383.419995117186,Red
1131,382.04000854492,382.57178978751654,383.019995117186,Red
1132,381.44000244141,382.19452733881434,382.645996093748,Red
1133,380.94000244141,381.7763523730129,382.215997314452,Red
1134,380.70001220703,381.41757231768526,381.75,Red
1135,379.79998779297,380.8783774761135,381.41800537109395,Red
1136,379.38000488281,380.37891994501234,380.984002685548,Red
1137,380.04000854492,380.2659494783149,380.45200195312606,Red
1138,380.10461425781,380.21217107147993,380.172003173828,Green
1139,380.14999389648,380.19144534647995,380.004925537108,Green
1140,380.03009033203,380.1376603416633,379.894921874998,Green
1141,380.75,380.3417735611089,379.94094238281,Green
1142,380.63000488281,380.4378506683426,380.214941406248,Green
1143,380.7200012207,380.5319008524617,380.332940673826,Green
1144,380.41000366211,380.4912684556778,380.456018066404,Green
1145,380.2200012207,380.4008460440185,380.50802001953,Red
1146,380.42999267578,380.410561587939,380.546002197264,Red
1147,380.89999389648,380.573705690786,380.48200073242,Green
1148,381.33999633789,380.82913590648735,380.535998535154,Green
1149,381.14999389648,380.93608856981825,380.659997558592,Green
1150,380.67001342773,380.8473968557888,380.80799560546603,Green
1151,380.57000732422,380.75493367859923,380.897998046872,Red
1152,380.45999145508,380.65661960409284,380.92600097656003,Red
1153,380.95999145508,380.7577435544219,380.83800048828,Red
1154,380.92999267578,380.81515992820795,380.761999511718,Green
1155,381.16000366211,380.93010783950865,380.71799926757797,Green
1156,380.54000854492,380.8000747413124,380.81599731445397,Red
1157,380.07000732422,380.5567189356149,380.80999755859403,Red
1158,379.70999145508,380.27447644210326,380.7320007324221,Red
1159,379.13000488281,379.8929859223388,380.48200073242197,Red
1160,379.3291015625,379.7050244690592,380.122003173828,Red
1161,379.55999755859,379.65668216556946,379.755822753906,Red
1162,379.45999145508,379.59111859540633,379.55982055664,Green
1163,379.57998657227,379.58740792102753,379.43781738281194,Green
1164,379.23999023438,379.4716020254784,379.41181640624995,Green
1165,379.29000854492,379.41107086529223,379.433813476564,Red
1166,379.13000488281,379.3173822044648,379.425994873048,Red
1167,379.42001342773,379.35159261221986,379.33999633789205,Green
1168,379.20001220703,379.3010658104899,379.332000732422,Red
1169,378.98001098633,379.1940475357699,379.256005859374,Red
1170,379.57000732422,379.31936746525326,379.204010009764,Green
1171,379.75500488281,379.46457993777216,379.260009765624,Green
1172,379.08999633789,379.33971873781144,379.385009765624,Red
1173,379.29998779297,379.32647508953096,379.319006347656,Green
1174,379.44000244141,379.3643175401573,379.33900146484405,Green
1175,379.32998657227,379.3528738841949,379.43099975586,Red
1176,379.17001342773,379.29192039870657,379.38299560547,Red
1177,378.79998779297,379.12794286346104,379.265997314454,Red
1178,378.88500976562,379.0469651641807,379.20799560547005,Red
1179,378.61010742188,378.9013459167471,379.125,Red
1180,378.0299987793,378.6108968709314,378.959020996094,Red
1181,377.92001342773,378.3806023898643,378.6990234375,Red
1182,377.30999755859,378.02373411277284,378.44902343750005,Red
1183,377.64001464844,377.8958276246619,378.151025390624,Red
1184,377.63000488281,377.8072200440446,377.902026367188,Red
1185,377.29998779297,377.6381426270197,377.706005859374,Red
1186,377.44970703125,377.57533076176315,377.560003662108,Green
1187,377.36080932617,377.50382361656546,377.46594238281205,Green
1188,377.14199829102,377.38321517471695,377.476104736328,Red
1189,376.86999511719,377.21214182220797,377.37650146484395,Red
1190,376.60998535156,377.01142299865865,377.22449951171996,Red
1191,376.4700012207,376.8309490726724,377.086499023438,Red
1192,375.95001220703,376.5373034507916,376.890557861328,Red
1193,376.00500488281,376.35987059479777,376.6083984375,Red
1194,375.85501098633,376.19158405864187,376.38099975585794,Red
1195,376.52990722656,376.3043584479479,376.178002929686,Green
1196,376.73999023438,376.44956904342524,376.161987304686,Green
1197,376.98001098633,376.6263830243935,376.215985107422,Green
1198,376.76998901367,376.67425168748565,376.421984863282,Green
1199,376.83999633789,376.7294999042871,376.574981689454,Green
1200,376.67999267578,376.7129974947847,376.771978759766,Red
1201,379.61358642578,377.6798604717831,376.80199584961,Green
1202,378.45999145508,377.9399041328821,377.37671508789,Green
1203,378.95999145508,378.27993324028137,377.67271118164,Green
1204,378.08999633789,378.21662093948424,378.11071166992195,Green
1205,377.89001464844,378.10775217580283,378.36071166992195,Red
1206,377.54998779297,377.9218307148586,378.602716064454,Red
1207,377.07000732422,377.63788958464573,378.189996337892,Red
1208,377.23999023438,377.5052564678905,377.91199951172,Red
1209,377.64999389648,377.5535022774203,377.56799926758003,Red
1210,377.92001342773,377.6756726608569,377.479998779298,Green
1211,376.79000854492,377.3804512888779,377.485998535156,Red
1212,375.84970092773,376.87020116849527,377.334002685546,Red
1213,376.30999755859,376.6834666318602,377.08994140624804,Red
1214,376.01998901367,376.4623074257968,376.90394287109,Red
1215,376.32998657227,376.4182004746212,376.57794189452795,Red
1216,377.32000732422,376.7188027578208,376.259936523436,Green
1217,376.66000366211,376.6992030592505,376.36593627929597,Green
1218,376.60000610352,376.66613740734033,376.527996826172,Green
1219,376.67999267578,376.67075583015355,376.58599853515796,Green
1220,377.64001464844,376.9938421029157,376.71799926758,Green
1221,377.4700012207,377.1525618088438,376.980004882814,Green
1222,377.1549987793,377.1533741323292,377.01000366210997,Green
1223,377.69500732422,377.33391852962615,377.10900268554803,Green
1224,377.83969116211,377.5025094071208,377.32800292968807,Green
1225,377.32000732422,377.4416753794872,377.559942626954,Red
1226,377.42999267578,377.4377811449181,377.49594116211,Red
1227,376.66000366211,377.1785219839821,377.487939453126,Red
1228,377.35998535156,377.2390097731747,377.388940429688,Red
1229,376.7799987793,377.0860061085498,377.321936035156,Red
1230,377.26000976562,377.1440073275732,377.10999755859405,Green
1231,377.10998535156,377.1326666689021,377.097998046874,Green
1232,376.85900878906,377.04144737562143,377.03399658203,Green
1233,376.73999023438,376.94096166187427,377.07379760742003,Red
1234,376.8362121582,376.9060451606495,376.94979858398403,Red
1235,376.42999267578,376.74736099902634,376.961041259764,Red
1236,376.67999267578,376.72490489127756,376.795037841796,Red
1237,376.64001464844,376.69660814366506,376.70903930663997,Red
1238,376.16598510742,376.51973379825006,376.66524047851595,Red
1239,376.35998535156,376.46648431602006,376.55043945312406,Red
1240,376.47500610352,376.4693249118534,376.455194091796,Green
1241,376.51000976562,376.4828865297756,376.464196777344,Green
1242,376.88000488281,376.6152593141204,376.430200195312,Green
1243,376.95999145508,376.7301700277736,376.478198242186,Green
1244,377.2200012207,376.8934470920824,376.636999511718,Green
1245,377.29998779297,377.0289606590449,376.809002685546,Green
1246,377.30999755859,377.12263962555994,376.97399902343597,Green
1247,377.64999389648,377.2984243825333,377.13399658202997,Green
1248,377.95999145508,377.5189467400489,377.28799438476403,Green
1249,378.00900268555,377.6822987218826,377.487994384764,Green
1250,377.66000366211,377.67486703529175,377.645794677734,Green
1251,377.7799987793,377.70991094996117,377.717797851562,Red
1252,378.17498779297,377.86493656429747,377.81179809570403,Green
1253,378.2200012207,377.983291449765,377.916796875002,Green
1254,377.64538574219,377.87065621390667,377.968798828126,Red
1255,377.60198974609,377.7811007246344,377.89607543945397,Red
1256,376.73001098633,377.43073747853293,377.88447265625,Red
1257,377.15991210938,377.340462355482,377.674475097656,Red
1258,376.94000244141,377.20697571745796,377.471459960938,Red
1259,376.98168945312,377.13188029601196,377.21546020508003,Red
1260,376.83499145508,377.0329173490346,377.082720947266,Red
1261,376.92111206055,376.99564891953975,376.929321289064,Green
1262,377.21011352539,377.06713712148985,376.96754150390797,Green
1263,377.26998901367,377.13475441888323,376.97758178711,Green
1264,376.7799987793,377.01650253902216,377.043579101562,Red
1265,376.48001098633,376.8376720214581,377.003240966798,Red
1266,376.11010742188,376.5951504882654,376.93224487304803,Red
1267,375.54000854492,376.24343650715025,376.770043945314,Red
1268,375.39001464844,375.95896255424685,376.43602294922005,Red
1269,375.82000732422,375.9126441442379,376.06002807617404,Red
1270,375.73999023438,375.85509284095195,375.868029785158,Red
1271,375.88000488281,375.86339685490464,375.720025634768,Green
1272,375.44000244141,375.72226538373974,375.674005126954,Green
1273,375.45999145508,375.6348407408532,375.654003906252,Red
1274,375.61999511719,375.62989219963214,375.66799926757994,Red
1275,375.66000366211,375.63992935379144,375.627996826174,Green
1276,375.77499389648,375.68495086802096,375.61199951172,Green
1277,375.57998657227,375.6499627694373,375.59099731445406,Green
1278,377.29998779297,376.19997111061485,375.618994140626,Green
1279,376.92999267578,376.4433116323366,375.98699340820406,Green
1280,377.25,376.71220775489104,376.248992919922,Green
1281,376.08999633789,376.504803949224,376.5669921875,Red
1282,374.41000366211,375.80653718685267,376.62999267578203,Red
1283,374.88000488281,375.4976930855051,376.39599609375,Red
1284,374.88830566406,375.2945639450234,375.911999511718,Red
1285,374.85998535156,375.14970441386896,375.503662109374,Red
1286,376.39001464844,375.56314115872595,375.025659179686,Green
1287,376.53500366211,375.88709532652064,375.085662841796,Green
1288,376.67001342773,376.14806802692374,375.51066284179603,Green
1289,376.26501464844,376.1870502340958,375.86866455078,Green
1290,376.01998901367,376.13136316062054,376.14400634765605,Red
1291,376.09811401367,376.12028011163704,376.376007080078,Red
1292,376.04000854492,376.0935229227314,376.317626953124,Red
1293,376.44989013672,376.21231199406094,376.218627929686,Red
1294,376.23999023438,376.2215380741673,376.174603271484,Green
1295,376.03381347656,376.1589632082982,376.16959838867194,Red
1296,375.7799987793,376.03264173196544,376.17236328125,Red
1297,376.67990112305,376.24839486232696,376.108740234376,Green
1298,376.84899902344,376.44859624936464,376.236718750002,Green
1299,376.57000732422,376.48906660764976,376.31654052734604,Green
1300,376.03030395508,376.3361457234598,376.38254394531407,Red
1301,375.72500610352,376.1324325168132,376.381842041018,Red
1302,375.39990234375,375.8882557924588,376.37084350586196,Red
1303,375.54879760742,375.7751030641125,376.114843750002,Red
1304,375.73199462891,375.76073358571165,375.854803466798,Red
1305,376.07998657227,375.86715124789777,375.687200927736,Green
1306,376.20999145508,375.9814313169585,375.697137451174,Green
1307,376.1994934082,376.05411868070564,375.79413452148594,Green
1308,376.17001342773,376.0927502630471,375.954052734376,Green
1309,376.44000244141,376.20850098916804,376.078295898438,Green
1310,375.98199462891,376.13299886908203,376.21989746093806,Red
1311,375.7799987793,376.015332172488,376.200299072266,Red
1312,376.10501098633,376.04522511043535,376.11430053711,Red
1313,376.14001464844,376.07682162310357,376.095404052736,Red
1314,375.88500976562,376.0128843372757,376.089404296878,Red
1315,376.00909423828,376.0116209709438,375.97840576171996,Green
1316,375.70001220703,375.90775138297255,375.98382568359403,Red
1317,375.82998657227,375.88182977940505,375.96782836913997,Red
1318,375.90008544922,375.8879150026767,375.91282348632797,Red
1319,375.82000732422,375.8652791098578,375.86483764648403,Green
1320,375.79000854492,375.8401889215452,375.85183715820403,Red
1321,376.0299987793,375.90345887413014,375.8080200195321,Green
1322,375.98001098633,375.9289762448634,375.874017333986,Green
1323,376.05499267578,375.9709817218356,375.904022216798,Green
1324,376.04000854492,375.9939906628637,375.93500366211003,Green
1325,375.87658691406,375.95485607992913,375.97900390625,Red
1326,376.35998535156,376.08989917047273,375.99631958007797,Green
1327,376.35000610352,376.1766014814885,376.06231689453,Green
1328,376.57998657227,376.3110631784157,376.136315917968,Green
1329,376.79000854492,376.4707116339171,376.241314697266,Green
1330,376.73999023438,376.5604711674047,376.391314697266,Green
1331,376.91000366211,376.67698199897313,376.56399536133,Green
1332,376.82998657227,376.72798352340544,376.67399902344,Green
1333,376.79998779297,376.7519849465936,376.76999511719,Red
1334,376.73001098633,376.7446602931724,376.81399536133006,Red
1335,376.64999389648,376.7131048276083,376.801995849612,Red
1336,376.59930419922,376.67517128481217,376.78399658203205,Red
1337,376.35000610352,376.5667828910481,376.72185668945406,Red
1338,376.2200012207,376.45118900093206,376.625860595704,Red
1339,375.82998657227,376.2441215247114,376.50986328125,Red
1340,376.02499389648,376.1710789819676,376.329858398438,Red
1341,376.28500366211,376.2090538753484,376.204858398438,Green
1342,376.2799987793,376.2327021766656,376.141998291016,Green
1343,376.21499633789,376.2268002304071,376.127996826172,Green
1344,376.03338623047,376.1623288970947,376.12699584961,Green
1345,375.89999389648,376.0748838968898,376.16767578125,Red
1346,376.10998535156,376.08658438177986,376.14267578125003,Red
1347,375.89999389648,376.02438755334657,376.10767211914,Red
1348,375.38000488281,375.8095933298344,376.03167114257604,Red
1349,375.58999633789,375.7363943325196,375.86467285156,Red
1350,375.48001098633,375.65093321712305,375.775994873044,Red
1351,375.82000732422,375.707291252822,375.691998291014,Green
1352,375.82998657227,375.748189692638,375.63400268554597,Green
1353,375.60501098633,375.700463457202,375.620001220704,Green
1354,376.23999023438,375.8803057162613,375.665002441408,Green
1355,377.73999023438,376.5002005556342,375.795001220706,Green
1356,377.42001342773,376.8068048463328,376.246997070316,Green
1357,377.78500366211,377.13287111825855,376.566998291018,Green
1358,378.26998901367,377.51191041672905,376.958001708986,Green
1359,378.16268920898,377.7288366808127,377.49099731445403,Green
1360,378.70999145508,378.05588827223517,377.875537109374,Green
1361,378.5094909668,378.20708917042344,378.06953735351397,Green
1362,378.23001098633,378.21472977572563,378.287432861328,Red
1363,378.48999023438,378.30648326194375,378.376434326172,Red
1364,378.13000488281,378.2476571355658,378.420434570314,Red
1365,378.47988891602,378.32506772905055,378.41389770508,Red
1366,377.88000488281,378.1767134469704,378.367877197268,Red
1367,377.76998901367,378.04113863587025,378.24197998047,Red
1368,377.98999023438,378.02408916870684,378.149975585938,Red
1369,377.80990600586,377.9526947810912,378.049975585938,Red
1370,377.79080200195,377.8987305213775,377.98595581054803,Red
1371,377.44000244141,377.74582116138833,377.848138427734,Red
1372,377.5299987793,377.6738803673589,377.760137939454,Red
1373,377.67001342773,377.6725913874826,377.71213989258,Red
1374,377.89999389648,377.7483922238151,377.64814453125007,Green
1375,378.23999023438,377.91225822733674,377.66616210937406,Green
1376,378.375,378.06650548489114,377.75599975586,Green
1377,378.42001342773,378.1843414658374,377.942999267578,Green
1378,378.39001464844,378.2528991933716,378.12100219726403,Green
1379,378.57998657227,378.36192831967105,378.265002441406,Green
1380,378.92999267578,378.5512831050407,378.401000976564,Green
1381,379.13940429688,378.74732350232046,378.53900146484403,Green
1382,379.08898925781,378.86121208748364,378.69188232422005,Green
1383,378.88000488281,378.8674763525924,378.825677490236,Green
1384,378.85000610352,378.8616529362349,378.92367553711,Red
1385,378.6994934082,378.8075997602233,378.97767944336,Red
1386,379.01998901367,378.8783961780389,378.931579589844,Red
1387,378.85998535156,378.87225923587926,378.907696533202,Red
1388,379.07000732422,378.93817526532615,378.861895751952,Green
1389,378.75,378.8754501768841,378.899896240234,Red
1390,378.79998779297,378.85029604891275,378.87989501952995,Red
1391,378.73001098633,378.81020102805184,378.89999389648403,Red
1392,378.89999389648,378.84013198419456,378.841998291016,Red
1393,378.93939208984,378.87321868607637,378.85,Green
1394,379.39999389648,379.0488104228776,378.823876953124,Green
1395,379.49819946289,379.1986067695484,378.95387573242,Green
1396,379.57000732422,379.3224069544389,379.093518066404,Green
1397,379.35000610352,379.33160667079926,379.261517333982,Green
1398,379.54000854492,379.40107396217286,379.35151977538993,Green
1399,379.5950012207,379.4657163816819,379.47164306640605,Red
1400,379.70001220703,379.54381499013124,379.51064453125,Green
1401,379.73001098633,379.6058803221975,379.551007080078,Green
1402,379.77499389648,379.662251513625,379.5830078125,Green
1403,379.67999267578,379.66816523434335,379.66800537109197,Green
1404,379.60998535156,379.6487719400822,379.69600219726397,Red
1405,379.35998535156,379.55250974390816,379.698999023436,Red
1406,379.35000610352,379.48500853044544,379.630993652342,Red
1407,379.36999511719,379.446670726027,379.55499267578,Red
1408,379.45001220703,379.447784553028,379.47399291992195,Red
1409,379.30999755859,379.401855554882,379.427996826172,Red
1410,379.55999755859,379.454569556118,379.36799926757806,Green
1411,379.63500976562,379.51471629261863,379.408001708984,Green
1412,379.85000610352,379.6264795629191,379.46500244140395,Green
1413,379.83999633789,379.69765182124274,379.56100463867,Green
1414,380.17498779297,379.8567638118185,379.63900146484195,Green
1415,380.19500732422,379.96951164928566,379.811999511718,Green
1416,380.41989135742,380.1196382186638,379.939001464844,Green
1417,380.04998779297,380.0964214100992,380.09597778320403,Green
1418,380.13000488281,380.1076159010028,380.135974121094,Red
1419,379.32989501953,379.8483756071785,380.193975830078,Red
1420,379.60998535156,379.76891218863904,380.02495727538997,Red
1421,379.80999755859,379.78260731195604,379.907952880858,Red
1422,380.01998901367,379.8617345458607,379.785974121092,Green
1423,379.79000854492,379.8378258788805,379.779974365232,Green
1424,379.69000244141,379.78855139972364,379.71197509765403,Green
1425,379.66000366211,379.74570215385245,379.78399658203,Red
1426,379.55999755859,379.6838006220983,379.79400024414,Red
1427,379.67498779297,379.6808630123889,379.74400024414,Red
1428,379.44000244141,379.6005761553959,379.675,Red
1429,379.45498657227,379.55204629435394,379.60499877929794,Red
1430,379.32501220703,379.476368265246,379.55799560546996,Red
1431,378.85998535156,379.2709072940173,379.49099731445403,Red
1432,376.75,378.4306048626782,379.350994873048,Red
1433,376.9208984375,377.9273693876188,378.765997314454,Red
1434,377.29000854492,377.7149157733859,378.262176513672,Red
1435,377.31900024414,377.58294393030394,377.82918090820203,Red
1436,377.78048706055,377.648791640386,377.427978515624,Green
1437,377.86999511719,377.72252613265397,377.212078857422,Green
1438,377.80999755859,377.7516832746326,377.43607788086,Green
1439,377.48999023438,377.6644522612151,377.61389770507805,Green
1440,377.85000610352,377.7263035419834,377.65389404297,Green
1441,377.76000976562,377.73753894986226,377.760095214846,Red
1442,377.74499511719,377.7400243389715,377.75599975586,Red
1443,377.38000488281,377.62001785358433,377.73099975586,Red
1444,377.33999633789,377.5266773483529,377.645001220704,Red
1445,377.29998779297,377.45111416322527,377.615002441406,Red
1446,377.29998779297,377.40073870647353,377.504998779296,Red
1447,376.82000732422,377.2071615790557,377.41299438476597,Red
1448,376.40948486328,376.9412693404638,377.22799682617205,Red
1449,375.73001098633,376.5375165557525,377.033892822266,Red
1450,375.72961425781,376.26821578977166,376.71189575195393,Red
1451,375.67639160156,376.0709410603678,376.397821044922,Red
1452,375.9700012207,376.0372944471452,376.07310180664,Red
1453,376.13000488281,376.06819792570013,375.903100585936,Green
1454,375.76049804688,375.9656312994268,375.84720458984197,Green
1455,376.0299987793,375.98708712605116,375.853302001952,Green
1456,376.32998657227,376.10138694145746,375.91337890625,Green
1457,376.5,376.23425796097166,376.044097900392,Green
1458,376.69000244141,376.38617278778446,376.150097656252,Green
1459,376.79550170898,376.5226157615163,376.262097167972,Green
1460,376.95498657227,376.66673936510085,376.46909790039206,Green
1461,376.90161132812,376.74503001944055,376.65409545898603,Green
1462,376.96011352539,376.8167245214237,376.76842041015595,Green
1463,376.9700012207,376.8678167545158,376.860443115234,Green
1464,376.98999023438,376.90854124780384,376.916442871092,Red
1465,376.89001464844,376.90236571468256,376.955340576172,Red
1466,376.51501464844,376.7732486926017,376.942346191406,Red
1467,376.20999145508,376.5854962800945,376.86502685547003,Red
1468,376.44989013672,376.540294232303,376.715002441408,Red
1469,376.17999267578,376.42019371346197,376.61098022461204,Red
1470,376.16000366211,376.33346369634467,376.44898071289197,Red
1471,376.07998657227,376.24897132165313,376.30297851562597,Red
1472,375.83999633789,376.1126463270654,376.215972900392,Red
1473,376.06399536133,376.0964293384869,376.141973876954,Red
1474,376.27911376953,376.1573241488346,376.06479492187594,Green
1475,376.32998657227,376.21487828997977,376.084619140626,Green
1476,376.31500244141,376.2482530071232,376.11861572265803,Green
1477,376.11999511719,376.2055003771455,376.165618896486,Green
1478,376.12240600586,376.1778022533837,376.22161865234597,Red
1479,376.32550048828,376.2270349983491,376.233300781252,Red
1480,376.25399780273,376.2360225998094,376.242578125002,Red
1481,376.2799987793,376.2506813263063,376.227380371094,Green
1482,376.11999511719,376.20711925660083,376.220379638672,Red
1483,376.36999511719,376.2614112101306,376.220379638672,Green
1484,376.19000244141,376.23760828722374,376.269897460938,Red
1485,376.20001220703,376.2250762604925,376.24279785156403,Red
1486,376.67999267578,376.3767150655883,376.23200073242396,Green
1487,376.94000244141,376.5644775241955,376.31199951171993,Green
1488,376.86999511719,376.66631672186037,376.47600097656397,Green
1489,376.85998535156,376.73087293176025,376.576000976564,Green
1490,376.66000366211,376.70724984187683,376.709997558594,Red
1491,376.26000976562,376.5581698164579,376.80199584961,Red
1492,376.51998901367,376.5454428821953,376.71799926757797,Red
1493,378.66000366211,377.2502964755002,376.63399658203,Green
1494,378.79998779297,377.7668602479901,376.99199829101406,Green
1495,378.08499145508,377.87290398368674,377.37999877929605,Green
1496,378.72988891602,378.1585656277978,377.66499633789,Green
1497,377.98999023438,378.1023738299919,378.15897216797,Red
1498,377.78988647461,377.99821137819794,378.452972412112,Red
1499,375.89999389648,377.2988055509586,378.27894897461204,Red
1500,376.08999633789,376.8958691466024,377.69895019531407,Red
1501,375.95001220703,376.58058350007826,377.299951171876,Red
1502,376.32000732422,376.49372477479216,376.74397583007806,Red
1503,376.60998535156,376.53247830038146,376.40997924804606,Green
1504,376.96969604492,376.67821754856095,376.173999023436,Green
1505,377.14001464844,376.8321499151873,376.38793945312403,Green
1506,377.9700012207,377.21143368369155,376.597943115234,Green
1507,377.45999145508,377.2942862741544,377.001940917968,Green
1508,376.94049072266,377.1763544236563,377.22993774414,Red
1509,377.54000854492,377.2975724640775,377.29603881836,Green
1510,383.5,379.36504830938503,377.41010131836003,Green
1511,384.00500488281,380.9117005005267,378.682098388672,Green
1512,384.4700012207,382.0978007405845,379.88909912109403,Green
1513,384.35998535156,382.85186227757634,381.291101074218,Green
1514,384.26998901367,383.3245711896076,382.774999999998,Green
1515,383.9049987793,383.51804705283837,384.120996093748,Red
1516,383.92001342773,383.6520358444689,384.201995849608,Red
1517,383.25830078125,383.52079082339594,384.18499755859204,Red
1518,383.10000610352,383.38052925010396,383.94265747070204,Red
1519,383.26000976562,383.3403560886093,383.69066162109397,Red
1520,382.66000366211,383.1135719464429,383.48866577148397,Red
1521,381.51000976562,382.57905121950193,383.23966674804603,Red
1522,381.98999023438,382.38269755779464,382.757666015624,Red
1523,382.29998779297,382.3551276361864,382.50400390625,Red
1524,382.5299987793,382.4134180172243,382.34400024414,Green
1525,382.64001464844,382.4889502276295,382.197998046876,Green
1526,382.07998657227,382.3526290091763,382.19400024414205,Green
1527,381.54501342773,382.0834238153609,382.307995605472,Red
1528,382.05999755859,382.07561506310395,382.21900024414197,Red
1529,381.85000610352,382.00041207657597,382.171002197266,Red
1530,381.75338745117,381.91807053477396,382.03500366210994,Red
1531,382.10998535156,381.9820421403693,381.85767822265603,Green
1532,382.4700012207,382.1446951671462,381.863677978514,Green
1533,382.79998779297,382.3631260424208,382.048675537108,Green
1534,383.04000854492,382.58875354325386,382.196673583984,Green
1535,382.92999267578,382.7024999207626,382.434674072264,Green
1536,382.5,382.63499994717506,382.669995117186,Red
1537,382.14999389648,382.47333126361,382.747998046874,Red
1538,382.07000732422,382.33888995048,382.68399658203003,Red
1539,382.00009155273,382.22595715123,382.53800048828,Red
1540,382.54000854492,382.33064094912663,382.330017089842,Green
1541,382.82000732422,382.49376307415775,382.25202026367003,Green
1542,382.89999389648,382.62917334826517,382.316021728514,Green
1543,382.83120727539,382.69651799064013,382.466021728514,Green
1544,382.98001098633,382.79101565587007,382.618261718748,Green
1545,383.41970825195,383.0005798545634,382.814245605468,Green
1546,383.29000854492,383.09705608468227,382.99018554687393,Green
1547,383.35440063477,383.1828376013782,383.08418579101397,Green
1548,383.32000732422,383.22856084232546,383.17506713867203,Green
1549,383.33248901367,383.263203566107,383.27282714843795,Red
1550,382.86999511719,383.13213408313464,383.34332275390597,Red
1551,383.04000854492,383.10142557039643,383.233380126954,Red
1552,382.89001464844,383.0309552630776,383.18338012695403,Red
1553,382.26000976562,382.77397343059175,383.090502929688,Red
1554,382.41061401367,382.65285362495115,382.87850341796803,Red
1555,381.39999389648,382.23523371546077,382.69412841796805,Red
1556,381.17999267578,381.8834867022338,382.40012817382603,Red
1557,380.81689453125,381.52795597857255,382.028124999998,Red
1558,380.49020385742,381.18203860485505,381.61350097656003,Red
1559,380.18499755859,380.84969158943335,381.25953979492,Red
1560,380.79998779297,380.8331236572789,380.814416503904,Green
1561,380.39001464844,380.68542065433263,380.69441528320203,Red
1562,380.30999755859,380.5602796224184,380.53641967773405,Green
1563,380.39001464844,380.50352463109226,380.43504028320194,Green
1564,380.26989746094,380.4256489077082,380.41500244140605,Green
1565,379.48999023438,380.11376268326546,380.431982421876,Red
1566,378.73999023438,379.655838533637,380.169982910158,Red
1567,379.08248901367,379.46472202698135,379.83997802734604,Red
1568,378.63000488281,379.18648297892423,379.594476318362,Red
1569,377.76998901367,378.7143183238395,379.24247436523603,Red
1570,377.58999633789,378.339544328523,378.74249267578205,Red
1571,376.83999633789,377.839694998312,378.362493896484,Red
1572,377.35958862305,377.6796595398913,377.982495117186,Red
1573,377.26000976562,377.53977628180087,377.637915039062,Red
1574,377.125,377.40151752120056,377.363916015624,Green
1575,376.17001342773,376.9910161567104,377.23491821288997,Red
1576,376.51998901367,376.83400710903027,376.95092163085803,Red
1577,376.73959350586,376.8025359079735,376.886920166014,Red
1578,377.48880004883,377.03129062159235,376.76292114257603,Green
1579,377.51998901367,377.19419008561823,376.80867919921803,Green
1580,376.82998657227,377.07278891450215,376.887677001952,Green
1581,376.71130371094,376.9522938466481,377.01967163086,Red
1582,376.5299987793,376.8115288241987,377.057934570314,Red
1583,376.41000366211,376.6776871035025,377.016015625002,Red
1584,375.92999267578,376.428455627595,376.80025634765803,Red
1585,375.70999145508,376.18896757008997,376.48225708008005,Red
1586,376.35998535156,376.24597349724667,376.258258056642,Red
1587,376.54000854492,376.34398517980446,376.187994384766,Green
1588,380.95999145508,377.8826539382296,376.18999633788997,Green
1589,381.66000366211,379.1417705128564,377.099993896484,Green
1590,381.62008666992,379.96787589854426,378.24599609375,Green
1591,382.2799987793,380.73858352546284,379.42801513671805,Green
1592,382.63500976562,381.37072560551525,380.612017822266,Green
1593,382.01998901367,381.5871467415668,381.83101806640605,Red
